"question1","question2","is_duplicate"
यह इस कहानी का अंतिम सबक है .,"कुछ गीत छोटे भाई और भाभी के बीच के चुलबुले रिश्तों का वर्णन करते हैं।
",0
अपने प्रगतिशील विचारों के कारण उन्होंने विधवा-विवाह और कन्याओं की विवाह योग्य आयु-सीमा बढ़ाने की भी वकालत की .,"यह महाकाव्य इस बात का प्रमाण देता है कि सूर के गुरु श्री बल्लभाचार्य थे।
",0
सन् 1860 और 1908 के बीच के 20 वर्ष अकाल के वर्ष रहे .,"पहला व्यक्ति कुछ दही दान करता है जबकि दूसरा पहले कुछ चावल दान करता है।
",0
वियतनाम में परिवार योजना शुरू हो गई और उनके परिवार छोटे होने लगे।,"मुर्गी पालन पर कुल खर्च में फ़ीड की लागत आधे से अधिक का प्रतिनिधित्व करती है।
",0
जयेंद्र सरस्वती के लिए अध्यात्म कभी कोई स्थिर चीज नहीं रही है .,"इन भेड़ों से ऊन का उपयोग सेना होजरी और ट्वीड्स के निर्माण के लिए किया जाता है।
",0
"रचना करीब करीब ई तक जाती है, मगर तब तो नाटक ख़त्म हो जाएगा.","प्रमाणपत्र '% s' को आयात करने के लिए, इसे अनलॉक किया जाना चाहिए
",0
आर्य देवताओं की कोई मूर्ति या मन्दिर नहीं बनाते थे।,"अपने पैर को उठाने और रोबोट की तरह चलने के लिए। सही?
",0
फिर भी मैं एक बात से चिंतित हूँ हालाँकि बहुत नहीं।,"मैदान के पश्चिम में, लाहौर घाटी से चट्टा चौक तक सड़क के समीप अधिक नक्कारखाने हैं
",0
यह एक छोटी तीन गुम्बद वाली तराशे हुए श्वेत संगमर्मर से निर्मित है।,"कोर्ट आदेश देने के साथ ही जुर्माना भी लगा सकता है।
",0
मनोविज्ञान की शुरुआत पूरी तरह से स्वाभाविक दर्शनशास्त्र की एक शैक्षणिक प्रशाखा के रूप में हुई थी।,"एक मूर्ख अपने भाषण से जाना जाता है; और चुप्पी से एक बुद्धिमान व्यक्ति।
",0
दरअसल अब मैं कहीं भी नहीं जा सकती ।,"""मैं उनके पास जाना चाहिए ... वे Terezín में हैं।
",0
मैं आपके साथ कुछ मुख्य सूत्र बाँटना चाहता हूँ,"भारत सरकार अधिनियम, 1935 के तहत प्रांतीय विधानसभाओं के लिए चुनाव फरवरी, 1937 में हुए थे।
",0
"पर अगर आप व्यापारी को अधिक समय देना स्वीकार करते हैं , तो आप इस समय के बीत जाने के पहले अपना आर्डर रद्द नहीं कर सकते .","पृथ्वी पर क्या मिला है? ""
",0
"हमने समस्या का हल निकालने का ज़िम्मा पूरे समुदाय पर डाल दिया,","मोज़िला फ़ायरफ़ॉक्स वेब-ब्राउज़र सीमोनकी (पहले मोज़िला) पर आधारित है
",0
वे बहुधा उनसे मिलने की तीव्र इच्छा के बारे में भी हमें बताया करते .,"लेकिन यह पुंकेसर गिनने की तुलना में बहुत अधिक रोचक है। (हँसी)
",0
"अवैध लॉग लक्ष्य: use either 'syslog', 'stderr' or 'auto'.","हालांकि, शुरुआत मामूली और वृद्धि धीमी रही।
",0
इस सकारात्मक अर्थबोध में स्वतंत्रता का अर्थ होगा किसी व्यक्ति की अपनी इच्छा के अनुसार कार्य करने की स्वतंत्रता .,"यदि आप एक चूहा हैं तो वह किसी दिन यहाँ पहले से ही है।
",0
जब इन्टर्नशिप का आवेदनपत्र बनाये तो WP S 1 फॅार्म का प्रयोग करें ।,"उनके आश्चर्य के लिए बहुत, कि एक बहुत, बहुत ही सरल रणनीति जीती -
",0
"जहाँ भी स्कूलों में बगैर छुट्टी लिए हुए विद्यार्थियों की अनुपस्थिती जैसी समस्याएँ कम तेजी से सुधरी हैं , वहाँ सरकार अधिक कार्य कर रही है |भाष्;","और जब मैं छोटा था, तो ऐसा करना बहुत मुश्किल था।
",0
"हमारी आखो के लिए अलग बनावट और अलग रंग के हैं ,","इस मामले में पर्याप्त जुर्माना होना चाहिए। ""
",0
"जिस दिन तुम उस झोपड़ी को दोबारा खड़ा कर पाने में समर्थ हो जाओगी , उसी दिन मैं तुम्हें रानी के रूप में स्वीकार कर पाऊंगा . ?","बेशक, कांग्रेस ने आरोपों का खंडन किया।
",0
इस प्रकार के TV-Out के लिये फिर आंरभ करने की जरूरत है इसके प्रभावी होने के लिये.,"मुंबई में, भारत के किसी भी अन्य मेट्रो शहर की तुलना में, अधिक बहुभाषी आबादी है।
",0
इनमें प्रमुख हैं फ़रक्का बाँध टिहरी बाँध तथा भीमगोडा बाँध।,"अब बिना आवाज़ वाले विमान में होने की कल्पना करें।
",0
"शायद कुछ ऐसी समस्याएँ हों , जिनके बारे में आप न जानते हों .","आईसीआईसीआई बेहतर स्थिति में है, लेकिन इसके मुनाफे ने 2000-01 में दस्तक दी।
",0
दस साल की उम्र में मुझे जबरदस्ती अखबार बेचना भेज दिया गया ।,"अब, यह सिर्फ इस तरह के प्रयासों को नहीं लेना चाहिए
",0
आपको पैकेज सूचना नियमित तौर से लोड करते रहनी चाहिए. अन्यथा आप कुछ ज़रूरी सुरक्षा सम्बन्धित अद्यतिनों से भी चूक सकते हैं,"उनकी एक मांग है कि वे वर्षों से शासन कर रहे हैं।
",0
उस समय राजसभा में भगवान् श्रीकृष्ण ने माया से अपने परम दुर्धर्ष विश्वरूप का दर्शन कराकर सबको भयभीत कर दिया।,"यह एयरबोर्न 100 टारगेट पर भी वर्गीकृत कर सकता है और सेकंड में एक पूरी हवाई लड़ाई को मैप कर सकता है।
",0
मांग तेजी से बढ़ रही थी और मिलों ने उपलब्ध क्षमता का उपयोग करते हुए दो पारी में काम करना शुरू कर दिया .,"व्यक्ति आंदोलन शुरू करने में कठिनाई का अनुभव करता है और फिर थोड़ा आगे झुकते हुए धीरे-धीरे आगे बढ़ता है।
",0
आपको प्रतिक्षा करने के हर अतिरिक्त दिन के बदले pound 2 ऊपर से दिए जाएँगे |,"लक्षित कानून, आपराधिक कार्यवाही, घृणा और पुलिस बलों में वृद्धि
",0
१४वीं शताब्दी के उत्तरार्ध मे देश का बहुत ज्यादा भाग एकीकृत राज्य के अधीन में आ गया।,"वह कहती हैं, '' बंगाल दो मुख्यमंत्रियों द्वारा चलाया जा रहा है।
",0
देश के कई शहरी क्षेत्रों में सड़कें अवैध अतिक्रमण से संकड़ी गलियां बन गई हैं.,"और मैं अपने दो सबसे करीबी दोस्तों के साथ एक सड़क यात्रा पर गया।
",0
"बर्मा और सीलोन पर वह जब तक हो सकता हैं , अपना कब्जा बनाये रखना चाहता","उन्होंने टेस्ट क्रिकेट में सबसे ज्यादा रन बनाए हैं।
",0
विष्णुसहस्रनाम विष्णु के १००० नामों की महिमा शांतिपर्व में।,"खुद नृत्य करने से संतुष्ट नहीं, उन्होंने गांव के बाहर कला को लोकप्रिय बनाया है।
",0
"और वह है कि उनके बच्चे कामयाब निकलें,","i न्यायिक और कार्यकारी कार्यों के संयोजन को एक ही अधिकारी में निहित किया गया था।
",0
इसके चलते सुप्रीम कोर्ट ने खुद कुछ बन्धन इनके प्रयोग पे लगाये है,"क्या लेबल विजेट को सभी उपलब्ध क्षैतिज स्थान भरना चाहिए
",0
आपको chrome://history पर आपके साइन-इन किए गए उपकरणों की इतिहास प्रविष्टियां देखने और हटाने देता है.,"% s: -ऑनलाइन और -ऑफ़लाइन का एक साथ उपयोग नहीं किया जा सकता है। अधिक जानकारी के लिए '% s -help' चलाएं।
",0
"” नहीं , यह तो अभी से ही बहुत बीमार है ।","एक अच्छा जीवन बनाने के लिए, शायद पहले से कहीं ज्यादा आसान है।
",0
"मसलन , कोका कोल कंपनी अब सार्वजनिक निर्गम लने से छूट चाहती है .","इस श्रृंखला की अंतिम कड़ी हज़रत मुहम्मद (सल्ल।) थे।
",0
अगर आप आकर्षक हैं तो ऐसा हो सकता है .,"गोबर में कौन से घटक गैस बनाते हैं और कृषि के लिए एक उत्कृष्ट उर्वरक है?
",0
यानी ह्क्का गुड़ेगुड़ने वालं के पास बातचीत के कई मुद्दे होंगे .,"भारतीय उड़ान स्कूलों में नामांकित सभी छात्रों के बीच एक सत्यापन अभ्यास भी जारी है।
",0
एक वरिष्ठ सहकर्मी की शोकसभा में मुझे हंसी आने लगी जो मेरे लिए बड़ी शरमिंदगी की बात थी।,"""मुझे पता है कि सच्चे कीमियागर हैं,"" कीमियागर जारी है।
",0
इस प्रकार एक बार स्थिति बदल लेने से एक रन बन जाता है।,"वे आम तौर पर फूलों के आगंतुक नहीं होते हैं, लेकिन दृढ़ता से खाद और अधिक फल या सड़ने वाले फलों की ओर आकर्षित होते हैं।
",0
“फिलीस्तीनी समस्या” का समाधान,"ठीक है, अगर आप उन मनोवैज्ञानिकों और दार्शनिकों के पास जाते हैं,
",0
लेकिन हम अपने गति के कारण यह भी जानते है कि हम कहाँ हैं |,"विश्व के चार मुख्य धर्म: पारंपरिक-हिंदू, बौध, जैन और सिख भारत में पैदा हुए और प्रगति की है
",0
कहां से मदद और सलाह लें इस के लिए इस पुस्तिका के पान क्रमांक 16 पर अधिक जानकारी के लिए देखिये ।,"का-ना-का त्योहार विभिन्न गांवों में रोटेशन द्वारा आयोजित किया जाता है।
",0
दमयन्ती अथवा नल दमयन्ती अरण्यकपर्व में एक प्रेमकथा।,"अब, छवियों का एक और सेट-पोर्नोग्राफी, भाग उत्पीड़न, भाग हनीट्रैप-आउट है।
",0
इससे पहले एबीसीएल के बुरी तरह असफल हो जाने से अमिताभ को गहरे झटके लगे थे।,"सोलर हीटर का उपयोग पीक आवर्स में बिजली बचाने में मदद करता है।
",0
पहाड़ों में ऊपर थे और फेय्न्मन ने मुझसे कहा,"लेकिन मेरा रोबोट, STriDER इस तरह नहीं चलता।
",0
"गुरु ने जैसे ही एक कंगन उठाया , वह उनके हाथ से फिसलकर नीचे नदी में गिर पड़ा .","यदि आप लागू नहीं करते हैं, तो उपयोगकर्ता टैब पर किए गए परिवर्तन की अवहेलना की जाएगी।
",0
सचाई इसी अति उदासीनता और अतिशय प्रतिक्रिया के बीच कहीं छिपी ही है और उसी के ऊपर बंगाल के निर्दोष नागरिकों का भविष्य अटका हा है .,"सुभद्रा कुमारी चौहान महादेवीजी को अपने दोस्तों के समूह में ले जा रही थीं और कहती हैं - """" सुनो, वह भी कविताएँ लिखती हैं """"।
",0
बकरी के दूध की विशेष गन्ध के कारण अनेक लोगों में इसके प्रति अरुचि होती है .,"वर्तमान में इस कंप्यूटर पर $ {OS1} और $ {OS2} हैं। आप क्या करना पसंद करेंगे?
",0
वे हिन्दुस्तान सोशलिस्ट रिपब्लिकन एशोसिएशन के स्थापक सदस्यों में से एक थे।,"लेकिन बांग्लादेशियों को उनकी पसंद का आभार पसंद होगा, मजबूरी का नहीं।
",0
सरकार ने गर्भवती महिलाओं के लिए और हाल ही में प्रसूत हुए माँओं के लिए विशेष चार्टर परकाशित किया है |,"कि यह सब कैसे शुरू हुआ, लेकिन सैनिटरी पैड बनाने के बाद,
",0
"पागलपन है न ? <s> जो भी कहो , मुझे इसकी चिन्ता नहीं है ।","संक्रमण के तुरंत बाद पशु मर जाता है, आम तौर पर छह घंटे के भीतर।
",0
"सृ्ष्टि के अवशेषों के माध्यम से यह अनुमान लगाने का प्रयास करेंगे कि आरंभ में क्या हुआ था,","यह हिटलर की बर्बरता का शिकार हुआ।
",0
मैमोग्राफ ( एक्स रे ) करने से वक्ष की और भी कई तरह की समस्याओं जो कि कैंसर नहीं हो सकती उनका पता लग जाता है |भाष्;,"चिरंजी लाल, दिल्ली के एक लफेदरी, उन्होंने एक प्रधान शिल्पकार और पच्चीकारी के रूप में घोषणा की।
",0
"विश्व सुधार अत्यधिक प्रासंगिक होना चाहिए,","एंटीसेप्टिक लोशन को पैरों पर लगाया जाना चाहिए और मुंह धोने के रूप में उपयोग किया जाना चाहिए।
",0
उन्होंने हर जगह उसकी तलाश की मगर नखलिस्तान उनकी कल्पना से कहीं ज्यादा बड़ा था । <s> उस में सैकड़ों तंबू थे ।,"संयुक्त राज्य अमेरिका में बच्चों को बहुत बेहतर हो रहा है,
",0
वर्ल्ड गैज़ेटियर द्वारा २००८ में किये गये गणना कार्यक्रम के अनुसार मुंबई की जनसंख्या १३६६२८८५ थी।,"प्र। आप अपने पिता से अलग हैं, जिन्हें नरम कहा जाता है।
",0
इस अवसर पर दिए गए उनके भाषण में उनके इस गुण को देखा जा सकता है।,"छात्रों के लॉकर में मारिजुआना के लिए दहेज के लिए बनाया गया था।
",0
उस 26 हफ्तों के लिए अकेले पालक है ?,"तो हमारे लिए चीजें इतनी अलग कैसे हुईं?
",0
इन कारीगरों को अपने काम के लिये नकद भुगतान नहीं होता था.वरन् फसल के बाद परंपरागत तरीके से उत्पादन का एक निश्चित हिस्सा मिलता था .,"दंत चिकित्सा और चिकित्सा और नेत्र परीक्षण और लेंस के लिए, आप अपनी आय के आधार पर वित्तीय सहायता प्राप्त कर सकते हैं।
",0
इस संबंध में जब लार्ड कर्जन से सलाह ली गई तो उन्होंने बताया कि भारत में ऐसे कई लोग हैं जो रवीन्द्रनाथ से कहीं अधिक महत्वपूर्ण हैं .,"संयुक्त राज्य अमेरिका (अंग्रेज़ी: United States of America) उत्तरी अमेरिका महाद्वीप में स्थित एक देश है।
",0
तब आरंभिक बीसवीं शताब्दी में यहां सबसे पुरानी फिल्म प्रसारित हुयी थी।,"मैं कह सकता हूं कि यह आत्मरक्षा थी। चुपचाप, यह सोचकर कि वह पहले से अच्छा था।
",0
"एसोसिएटेड प्रेस को बाद में टेलीफोन पर दिए गए साक्षात्कार में राष्ट्रपति ने कहा, “हम आर्थिक उथल-पुथल के दौर से गुज़र रहे हैं”।","इन सबसे ऊपर, भारतीय अर्थव्यवस्था और सामाजिक विकास पूरी तरह से ब्रिटिश अर्थव्यवस्था और सामाजिक विकास के अधीन थे।
",0
"पिर . . ..भी , उनका कोई एक अखिल भारतीय संवर्ग नहीं है .","मानव आबादी पर लिखित जनगणना 250 ई.पू. , और हेप्टेनसिया कहलाते थे।
",0
"अगर कोईगड़बड़ी हो , तो तुरंत सलाह लीजिए ।","जब मेरे पिताजी को एहसास हुआ कि मैं फिट नहीं होने वाला हूँ
",0
"जैसे ही भय आपके करीब आए, उस पर आक्रमण कर उसे नष्ट कर दीजिये।","पर्यटन में, कई अफ्रीकी देशों में, एक महान अवसर।
",0
संस्कृत_ओसीआर से प्राप्त रोमन आउटपुट को देवनागरी में बदलने का दूसरा प्रोग्राम,"यह महत्वपूर्ण है कि आपको पहले उस URL का उपयोग करना चाहिए था।
",0
मैं तुमसे इसीलिए प्यार करता हूं क्योंकि पूरी दुनिया ने तुम्हें ढूंढने में मेरी मदद की है । ”,"यदि आपको लगता है कि परिणाम उचित नहीं है तो आप क्या कर सकते हैं?
",0
अधिक अवधि के लिए किये जाने वाले व्यायाम के दौरान तथा उसके बाद रक़्त में ग़्लूकोज की मात्रा काफी कम हो सकती है .,"वे अब अपनी उंगलियों को मजबूती से रख रहे हैं कि एलसीए को सफेद हाथी नहीं बनना चाहिए।
",0
हो सकता है कि आप टैलीवियन एरियल या सैटेलाईट डिश लगवाना चाहें |,"मुझे उनके माध्यम से जाने का समय नहीं मिला, लेकिन
",0
सूचनाएँ जिन्हें स्कूल और माता-पिता एक दुसरे को देंगे,"पहुंच और उपलब्धता: लोग उचित समय पर, मज़बूती से और सुरक्षित रूप से महत्वपूर्ण स्थानों पर नहीं पहुँच सकते।
",0
"और क्योंकि मुझे ये अजीब लगा था, मैं उनसे मिलने चली गयी,","सजावटी प्रभाव काफी हद तक बहुरंगी पत्थरों के मोज़ेक में काम किए गए सुंदर डिजाइनों द्वारा प्राप्त किया गया था।
",0
यह कहानी चल रही है. आदान-प्रदान की कला.आप मुझ से बात कर सकते हैं.,"तो हम कह रहे हैं: आय 16 गुना बढ़ रही है और कार्बन में कोई वृद्धि नहीं है।
",0
मैं नहीं कह रहा कि यह बिल्कुल नहीं पहुँच रहा।,"रवींद्रनाथ टैगोर का जन्म 7 मई को 1861 को कलकत्ता में जोंडोंके ठाकुरबाड़ी में देवेन्द्रनाथ टैगोर और सरदा देवी दम्पत्ति से हुआ।
",0
कौन से बूट प्राचल का इस्तेमाल कर सकते है इसकी अधिक जानकारी के लिए दबाएं:,"उन्होंने अब ""कडी-कुर्ता"" (हाथ से बुनी अंगरखा) और ""गांधी टोपी"" (गांधी टोपी) ""पहनना शुरू किया।""
",0
उस ज्ञान का कोई लाभ नहीं जिसे आप काम में नहीं लेते।,"ऐसा देश जहां लड़कियों का स्कूल जाना अभी भी जोखिम भरा है।
",0
आश्विन शुक्ल दशमी को विजयादशमी का त्यौहार मनाया जाता है।,"अंत में एक आम सहमति मिली, जिसमें से प्रत्येक दावेदार ने अपने तरीके से व्याख्या की।
",0
जब उसनें शुरू - शुरू की झिझक से छुटकारा पा लिया तो एक दिन पहली बार उसने उसका चुम्बन लेने की कोशिश की ।,"नागरिकों को भीड़-भाड़ वाली नालियों को साफ करने के लिए।
",0
63. उदयपुर मेवाड़ के प्राचीन राज्य की ऐतिहासिक राजधानी है और वर्तमान में उदयपुर जिले का प्रशासनिक मुख्यालय है।,"गाय-ऊंट सूख जाते हैं और यदि वे बछड़े में होते हैं, तो गर्भपात अक्सर होता है।
",0
अपने बच्चे को अच्छि तरह से पढ़ने देने के लिए तस्वीरों को न ढकें ।,"न्यायाधीशों और न्यायालय के अन्य अधिकारियों की योग्यता निर्धारित की गई थी।
",0
इसके लिए अभी और चिकित्सकीय परीक्षणों की जरूरत है .,"गर्मी की अवधि सात से नौ दिनों तक भिन्न होती है।
",0
कुछ ऋण केवल आपके घर को सिक्योरिटी मानकर दिए जाते हैं ।,"दृष्टि यह देखने की कला है कि दूसरों के लिए क्या अदृश्य है।
",0
सम्भवतः तिब्बती-बर्माई मूल के लोग नेपाल मे २५०० वर्ष पहले आ चुके थे।,"किरण बीर सेठी: और शहर खाली समय देगा।
",0
कौंसिल के किरायेदार के तौर पर अपनी कौंसिल तथा दूसरे किरायेदारों के प्रति आपकी कुछ ज़िम्मेदारियाँ भी हैं |,"संदेश निकाय रिक्त है, लेकिन शीर्ष लेख फ़ील्ड में हस्ताक्षर% (% s) 'है
",0
किन्तु उसकी इच्छा पूरी नहीं हुई … <s> मुझमें काफ़ी ताक़त है ।,"% s' अक्षर '</' का अनुसरण करने वाला एक वैध वर्ण नहीं है; '% s' एक तत्व नाम शुरू नहीं कर सकता है
",0
ऐसे डीलर से सावधान रहिए जो किसी कार के इतिहास को गुप्त रखने की कोशिश करता हुआ आए .,"आप नीचे दी गई दरों में से एक को फिर से कर सकते हैं।
",0
"लोगों को एक चीज़ को सूँघने से रोकना , हो सकता है उन्हें उन पदार्थों को सूँघने की ओर मोड़ दे , जो ज़्यादा ख़तरनाक होंगे .","मेरा विचार है कि स्वतंत्रता के बारे में सरल बात हमें बहुत प्रतिष्ठित लक्ष्य की ओर नहीं ले जाएगी।
",0
इनमें गरीबी बेरोजगारी गिरता जन-स्वास्थ्य और अशिक्षा/असाक्षरता प्रमुख हैं।,"उनकी खुद की मुसीबतें हैं; उन्हें क्यों जोड़ें?
",0
"और मुझे समझ आया कि धैर्यवान पूँजी की भावात्मक महत्ता क्या है,","नेपाल का मुख्य आहार दाल, चावल, सब्जियाँ, अचार हैं।
",0
एलएसडी की बिक्री इन्हीं डिज़ाइनों जैसे कि 'स्ट्रोबेरीज़' या 'चाइनीज़ ड्रैगन' आदि के व्यापारिक नामों से किया जाना संभव है ।,"महावीर सरन जैन का लेख: 16 कलाओं का अवतार श्री कृष्ण
",0
तो अमी तबर ने इसे एक एकड के आठवें भाग जितने बडे खेत में लगाने लायक बनाया।,"पिछले एक साल में, आठ फिल्में रिलीज हुई हैं, 10 और फिल्में फ्लोर पर हैं।
",0
"यह छात्र, शायद पहली बार इसे उपयोग कर रहा है, एक जटिल हस्त कौशल का काम कर रहा है,","3 साहित्य - प्रशंसक - यह उसका संकलित कोड पोस्ट है।
",0
और उन्हें बार बार आश्र्वासन दें कि सभी कुछ ठीक हो जायेगा .,"इस उपयोगकर्ता नाम के साथ साइन इन करना आपके व्यवस्थापक द्वारा अक्षम कर दिया गया है।
",0
पहले पैरिस और लन्दन और न्यू योर्क दुनिया के सबसे बड़े शहर हुआ करते थे,"इसका मतलब है कि जब चयनकर्ता सलामी बल्लेबाजों या विकेटकीपरों की तलाश करते हैं, तो उनके पास खिलाड़ी की क्षमताओं को आंकने के लिए कोई संकेत नहीं होता है।
",0
तो आदमी आज भी एक लकड़ी जला कर आग के सामने,"जब तक आप खुद पर विश्वास नहीं करते तब तक आप भगवान पर विश्वास नहीं कर सकते।
",0
%F में सांकेतिक कड़ी बनाने के दौरान त्रुटि थी.,"आश्चर्य की बात यह है कि उसके डिस्कॉम में मुस्कुराने वाले अधिकांश लोग पार्टी के प्रतिद्वंद्वी कैप्टन अमरिंदर सिंह के समर्थक हैं।
",0
हम उन्हें ब्राउज़िंग और एक दूसरे को ब्राउज़ करना सिखाते पाया।,"बढ़ती आयातों की आवश्यकता के बीच यह मांग बढ़ती जा रही थी।
",0
अतः उनकी परीक्षा करने के लिये द्रुपद ने उन्हें अपने राजप्रासाद में बुलाया।,,0
बैल का पेट फूल जाने पर नीचे दिये गये उपचारों का उपयोग करना चाहिए।,"वे मुझसे व्यक्तिगत रूप से सेवा की उम्मीद नहीं करते हैं।
",0
फैस्टिवल (पाठ से वाक) - फ़ेस्टिवल - हिन्दी का पाठ-से-वार्ता प्रोग्राम (डाउनलोड),"आपके द्वारा अपने सिस्टम के लिए उपलब्ध हज़ारों एप्लिकेशनों में से आप चुन सकते हैं
",0
प्राय : अनाज देने से पहले घोड़े को सूखी घास खिलायी जाती है .,"कैलेंडर '% s' में एक नियुक्ति इस बैठक के साथ संघर्ष करती है
",0
%{SHORT_PRODUCT_NAME} से संबंधित सभी प्रक्रियाओं का संयुक्त निजी स्मृति उपयोग,"अकबर ने खुद मकबरे को डिजाइन किया और इसके लिए जगह का चयन किया।
",0
कहानी सुनाने के क्रम के अनुसार चित्र छांटे,"“एस्तेर! ""वह उसे छोटा, भयभीत काट दिया।
",0
हिन्दुओं का कोई केन्द्रीय चर्च या धर्मसंगठन नहीं है और न ही कोई पोप।,"""कुरान"" शब्द कुरान में लगभग 70 बार आया है।
",0
"अनिर्दिष्ट कारण से इंस्टॉलेशन विफल हुआ. यदि Google Chrome अभी खुला हुआ है, तो कृपया उसे बंद करें और पुनः प्रयास करें.","अपने पहले चरण में कराची के ऊपर इस पार्टी में।
",0
यहां तक कि स्वदेशी वालं के लिए सबसे पवित्र क्षेत्र रक्षा उत्पादन को भी कुछ किंतु-परंतु के साथ खोल दिया गया है .,"शल्य: माद्री का भाई था, जो नकुल और सहदेव की माँ थी।
",0
हनुमान ने अशोकवाटिका का विध्वंस करके रावण के पुत्र अक्षय कुमार का वध कर दिया।,"नस्लीय समानता के लिए आयोग की क्या भूमिका होगी?
",0
2 जब ट्रैफीक रुक जाये तो सडक पार करीये लेकिन तब भी आजुबाजु देखीये और सुनीये,"कब करना है और किसे करना है।
",0
खेल के रिवाज का प्रयोग करके जो खेल आप खेलना चाहते हें उसे चुनें,"1977 में, उन्होंने अमर-अकबर-एंथनी फिल्म के लिए सर्वश्रेष्ठ अभिनेता का फिल्म किराया पुरस्कार जीता
",0
कृष्ण जीवन सान्याल को धारा 121-ए के अंतर्गत एक साल के सपरिश्रम कारावास का दंड दिया जाता है .,"और उनमें से कुछ 3,000 उड़ रहे हैं। बेशक, उनमें से एक
",0
गांवों में तो यही प्रणाली Zसुविधाजनक रहती है .,"यदि आप कार्यरत हैं या स्वरोजगार कर रहे हैं तो आप वर्किंग फैमिलीज का टैक्स क्रेडिट प्राप्त कर सकते हैं।
",0
भत-से तेजड़ियों ने मुनाफे के आकांक्षी बैंकरों से गारंटी और चेक आदि लेकर जमा कर दिए . ' ',"लेकिन जब किसी चीज में आग लगी, तो उसे रेत और पानी ने बाहर निकाला।
",0
"यह है भारत, और बेशक इससे भी ज्यादा अचंभित करने वाला है","उन तरीकों का वर्णन करता है जो स्कूलों में पढ़ना और लिखना सिखाया जाता है
",0
वहां तुम्हें खजाना जरूर मिलेगा और तुम एक बहुत अमीर आदमी बन जाओगे ! ”,"एक रिपोर्ट बताती है कि यूरोपीय संघ ने इस साल फिलिस्तीनियों को लगभग 2.5 बिलियन डॉलर का अनुदान दिया है।
",0
कभी कभी केवल भारत कहा जाने वाला यह काव्यग्रंथ भारत का अनुपम धार्मिक पौराणिक ऐतिहासिक और दार्शनिक ग्रंथ हैं।,"उनका मानना ​​है कि यह पार्टी के भविष्य के लिए महत्वपूर्ण है।
",0
ध्यान रखें कि इन मानकों को प्राप्त न करने का कनाडा में कोई महत्व नहीं है.,"MBOX फ़ाइल दूषित है, कृपया इसे ठीक करें। (एक लाइन से उम्मीद है, लेकिन यह नहीं मिला।)
",0
शरियत की निति को नींव बना कर न्यायशास्त्र के अध्य्यन को फिक़ह कहते हैं।,"आम तौर पर, एक पुरुष को चार से छह महिलाओं के साथ चलाया जाता है।
",0
जब मेरे माता-पिता कनाडा आये.,"अंडमान द्वीप समूह में व्यापारिक गतिविधियों का मुख्य केंद्र पोर्ट ब्लेयर है।
",0
कि उन्हें अपने ही पैरों पर खड़े करने के लिए मदद करें।,"राजनीति में विचारधारा का क्षरण करने वालों के लिए, यह एक हार्दिक विकास होगा।
",0
%s ने %s के द्वारा निम्न साझा ज्ञापन रद्द कर दिया है:,"उन्होंने एक या दो सप्ताह के भीतर बाहरी दुनिया से संपर्क स्थापित किया।
",0
